Parc,Sub-P,NumAr,x_rev,y,x,DAP,Prod.,Ambiente,copa,Observacao
4,8,169,390,250,-10,14.7,0,Transição,suprimida,
4,8,171,390,250,-10,15.5,0,Transição,suprimida,
4,8,167,390,250,-10,29.5,1,Transição,co-dominante,
4,1,6,40,250,-10,31.1,1,Terra Firme,co-dominante,
3,7,318,340,252,-10,17.4,0,Transição,suprimida,cípo
1,7,293,340,257,-10,19.5,1,Baixio,co-dominante,*
4,2,31,90,260,-10,12.1,0,Terra Firme,suprimida,
2,2,36,90,260,-10,15.5,0,Terra Firme,suprimida,
3,6,303,290,261,-10,18.2,0,Transição,intermediaria,
3,1,393,40,266,-10,12.6,0,Baixio,intermediaria,
2,1,10,40,267,-10,19.2,0,Terra Firme,intermediaria,
3,2,75,90,269,-10,17,0,Baixio,intermediaria,suprimida por cípo
2,1,269,40,275,-10,13.3,0,Terra Firme,intermediaria,
4,4,66,190,275,-10,24,1,Terra Firme,suprimida,
2,8,249,390,281,-10,23.3,1,Baixio,intermediaria,não inundada
3,3,99,140,285,-10,16.9,0,Baixio,suprimida,
3,4,202,190,290,-10,37.9,1,Transição,co-dominante,
4,4,70,190,305,-10,13,0,Terra Firme,suprimida,
4,4,71,190,310,-10,25.3,1,Transição,intermediaria,
1,2,65,90,310,-10,42,1,Terra Firme,suprimida,cipo A388
3,4,209,190,317,-10,22.3,1,Baixio,co-dominante,
2,4,90,190,318,-10,25.5,1,Terra Firme,co-dominante,
4,5,96,240,320,-10,39.4,1,Terra Firme,co-dominante,
4,4,82,190,330,-10,25.2,1,Transição,suprimida,
1,8,333,390,330,-10,42,1,Baixio,dominante,**
"3,6,307,290,340,-10,45.6,1,Terra Firme,co-dominante,""cípo, 350-400m Terra Firme sem andiroba"""
1,1,52,40,343,-10,22.2,1,Baixio,co-dominante,
4,8,152,390,350,-10,11.8,0,Baixio,intermediaria,
2,1,18,40,350,-10,23.1,0,Terra Firme,suprimida,cípo
3,1,41,40,350,-10,32.2,1,Terra Firme,co-dominante,suprimida por cípo
4,6,120,290,350,-10,56,1,Baixio,dominante,
1,8,340,390,360,-10,12.1,0,Baixio,suprimida,**
4,1,15,40,360,-10,14.9,0,Terra Firme,intermediaria,
3,1,42,40,360,-10,16.7,1,Terra Firme,co-dominante,
4,8,150,390,370,-10,18.6,0,Baixio,intermediaria,
1,5,226,240,370,-10,34,1,Baixio,intermediaria,
4,7,145,340,380,-10,38.5,1,Baixio,co-dominante,70% luz
4,2,46,90,385,-10,11.1,0,Terra Firme,suprimida,
3,5,219,240,385,-10,19.4,0,Baixio,intermediaria,
4,2,47,90,390,-10,12.5,0,Terra Firme,suprimida,
4,6,125,290,395,-10,32,1,Baixio,dominante,
2,8,274,390,398,-10,14.7,0,Terra Firme,suprimida,
3,7,309,340,398,-10,21,1,Terra Firme,intermediaria,cípo
3,3,91,140,398,-10,25.4,1,Baixio,co-dominante,
3,3,147,141,55,-9,15.7,0,Baixio,suprimida,
1,8,302,391,58,-9,27.6,1,Terra Firme,co-dominante,** suprimida por cípo
1,2,81,91,69,-9,40,1,Baixio,dominante,suprimida por cípo
3,3,138,141,84,-9,15.8,0,Baixio,co-dominante,
3,4,171,191,93,-9,37.5,1,Baixio,co-dominante,
3,4,185,191,155,-9,56.9,1,Baixio,dominante,
3,8,350,391,169,-9,29,1,Baixio,co-dominante,
"4,7,139,341,345,-9,26.1,0,Baixio,co-dominante,""suprimida por cípos, 40% luz"""
3,6,409,291,385,-9,34.6,0,Baixio,co-dominante,
2,3,52,142,30,-8,21.8,1,Terra Firme,suprimida,
3,3,137,142,83,-8,22.5,0,Baixio,co-dominante,suprimida por cípo
1,1,19,42,102,-8,32.9,1,Terra Firme,co-dominante,
2,7,209,342,105,-8,15.6,0,Terra Firme,intermediaria,
3,2,59,92,110,-8,11.2,0,Terra Firme,suprimida,cípo
3,5,406,242,125,-8,12.5,0,Transição,intermediaria,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
3,5,266,242,127,-8,11.4,0,Terra Firme,suprimida,
1,5,202,242,150,-8,17.2,0,Baixio,suprimida,
1,4,162,192,210,-8,29,1,Baixio,co-dominante,
3,8,412,392,240,-8,23.5,0,Transição,co-dominante,
2,4,95,192,240,-8,31.5,1,Terra Firme,co-dominante,
2,8,252,392,245,-8,13.2,0,Baixio,suprimida,
2,8,242,392,302,-8,19.9,0,Baixio,intermediaria,
2,7,220,342,315,-8,16.6,0,Baixio,intermediaria,
2,3,76,142,359,-8,21.3,0,Terra Firme,intermediaria,cípo
1,3,361,142,365,-8,21.9,1,Transição,co-dominante,
3,2,88,92,386,-8,16.5,0,Terra Firme,suprimida,
1,5,177,243,7,-7,24.9,1,Baixio,co-dominante,
1,3,92,143,15,-7,27.5,1,Baixio,co-dominante,suprimida por cípo
3,1,3,43,28,-7,25.3,1,Baixio,co-dominante,
3,4,161,193,30,-7,28.5,1,Terra Firme,co-dominante,suprimida por cípo
1,8,299,393,48,-7,28.5,1,Terra Firme,co-dominante,** suprimida por cípo
2,4,116,193,70,-7,15.3,0,Terra Firme,intermediaria,cípo
"3,3,120,143,175,-7,16.2,0,Baixio,intermediaria,""quase co-dominante, rebrotando"""
3,3,114,143,194,-7,18.2,0,Baixio,suprimida,
3,6,300,293,237,-7,19.9,0,Baixio,dominante,suprimida por cípo
1,7,292,343,257,-7,11.9,0,Baixio,intermediaria,*
3,3,103,143,278,-7,13.9,0,Baixio,intermediaria,
3,5,227,243,280,-7,21.3,0,Terra Firme,intermediaria,
3,5,225,243,325,-7,18,0,Terra Firme,suprimida,
3,7,310,343,340,-7,21.5,1,Terra Firme,intermediaria,
2,6,155,293,340,-7,49.6,1,Terra Firme,dominante,
3,4,398,193,345,-7,11.6,0,Baixio,suprimida,
2,2,28,93,357,-7,11.1,0,Terra Firme,suprimida,
1,2,89,94,10,-6,15.4,0,Baixio,intermediaria,
1,1,9,44,50,-6,50.4,1,Baixio,co-dominante,
2,6,188,294,55,-6,18.7,0,Terra Firme,intermediaria,suprimida por cípos
3,2,54,94,55,-6,21.7,0,Baixio,co-dominante,suprimida por cípo
3,3,141,144,64,-6,21.7,1,Baixio,intermediaria,cípo
3,5,267,244,90,-6,26.1,1,Baixio,co-dominante,um galho suprimida por cípo
1,1,345,44,110,-6,27.4,1,Terra Firme,co-dominante,
1,7,279,344,124,-6,31.3,1,Baixio,co-dominante,*
2,5,132,244,150,-6,19.3,0,Terra Firme,intermediaria,cípo
3,4,182,194,150,-6,55.1,1,Baixio,co-dominante,medido em cima das sapopemas
3,5,255,244,156,-6,11.6,0,Terra Firme,intermediaria,
3,5,250,244,167,-6,14.8,0,Transição,intermediaria,cípo
1,2,72,94,210,-6,41.2,1,Terra Firme,dominante,suprimida por cípo
3,6,301,294,235,-6,24.2,0,Baixio,dominante,suprimida por cípo
4,8,161,394,270,-6,18.4,0,Transição,intermediaria,intermediaria/co-dominante
4,8,159,394,280,-6,17.7,0,Baixio,co-dominante,suprimida por cípos
4,7,134,344,285,-6,13.5,0,Transição,suprimida,< 10% luz
4,8,156,394,307,-6,20,0,Baixio,intermediaria,andiroba ?
2,6,157,294,355,-6,50.3,1,Terra Firme,dominante,
2,3,51,145,2,-5,21.6,1,Terra Firme,intermediaria,
1,6,272,295,5,-5,27.2,1,Baixio,intermediaria,
3,1,1,45,10,-5,35.8,1,Terra Firme,intermediaria,perto do igarape
2,4,119,195,15,-5,10.3,0,Terra Firme,suprimida,
2,4,120,195,15,-5,22.9,0,Terra Firme,suprimida,cípo
3,1,2,45,25,-5,38.6,1,Baixio,dominante,
1,2,87,95,43,-5,33,1,Baixio,co-dominante,
1,2,400,95,45,-5,10.7,0,Baixio,suprimida,
4,7,128,345,45,-5,16.5,0,Terra Firme,intermediaria,20% luz
1,6,269,295,50,-5,58,1,Baixio,co-dominante,suprimida por cípo
3,2,53,95,60,-5,25.7,0,Baixio,co-dominante,medida em cima da parte enchada/suprimida por cípo
1,8,303,395,70,-5,30.4,1,Terra Firme,dominante,** cípo
3,4,169,195,70,-5,46.8,1,Baixio,dominante,suprimida por cípo
2,7,207,345,100,-5,20.2,0,Terra Firme,intermediaria,cípo
1,3,107,145,100,-5,28,1,Baixio,intermediaria,
1,5,199,245,110,-5,49.1,1,Baixio,dominante,
1,3,111,145,110,-5,52,1,Baixio,dominante,
2,1,6,45,116,-5,19.8,0,Terra Firme,suprimida,
1,5,196,245,120,-5,24.6,1,Baixio,co-dominante,
3,4,402,195,123,-5,37.7,1,Baixio,co-dominante,
4,2,21,95,135,-5,15.9,0,Terra Firme,intermediaria,
1,1,30,45,135,-5,24.2,0,Terra Firme,suprimida,
3,1,20,45,140,-5,17.3,1,Terra Firme,co-dominante,suprimida por cípo
3,1,22,45,158,-5,10.8,0,Baixio,intermediaria,
3,3,388,145,160,-5,27.8,1,Baixio,co-dominante,cípo
3,4,184,195,161,-5,43.4,1,Baixio,co-dominante,
3,3,121,145,173,-5,27.2,1,Baixio,co-dominante,
2,6,170,295,210,-5,15,0,Terra Firme,co-dominante,A 166
3,3,111,145,212,-5,14.9,0,Baixio,suprimida,
1,4,376,195,213,-5,15.5,0,Baixio,intermediaria,
1,4,161,195,220,-5,11,0,Baixio,suprimida,
2,7,214,345,220,-5,39.2,1,Transição,dominante,
1,7,288,345,225,-5,14.9,0,Baixio,intermediaria,*
2,4,97,195,240,-5,19.8,0,Baixio,intermediaria,
1,3,129,145,240,-5,28,1,Baixio,co-dominante,
2,5,136,245,240,-5,58.7,1,Terra Firme,dominante,intermediaria por cípos
3,3,106,145,242,-5,29.1,1,Baixio,co-dominante,
1,2,68,95,243,-5,10,0,Terra Firme,suprimida,
1,7,289,345,244,-5,23.9,1,Baixio,co-dominante,*
3,7,317,345,250,-5,20,0,Transição,suprimida,cípo
3,5,235,245,251,-5,15.6,0,Terra Firme,intermediaria,
1,8,324,395,255,-5,22.2,0,Baixio,intermediaria,** suprimida por cípo
1,7,291,345,256,-5,23.3,1,Baixio,co-dominante,*
4,8,163,395,260,-5,13.5,0,Transição,suprimida,
2,6,163,295,260,-5,19.5,1,Terra Firme,co-dominante,
3,1,35,45,270,-5,21,1,Baixio,co-dominante,
3,5,230,245,278,-5,21.1,0,Terra Firme,intermediaria,
4,4,67,195,280,-5,18.3,0,Terra Firme,suprimida,
3,1,38,45,280,-5,26.7,1,Baixio,co-dominante,suprimida por cípo
2,8,251,395,280,-5,43.5,1,Baixio,dominante,
3,5,229,245,282,-5,27,1,Terra Firme,co-dominante,
3,4,201,195,284,-5,20.9,0,Terra Firme,suprimida,
2,8,243,395,298,-5,11.2,0,Baixio,intermediaria,
2,1,17,45,300,-5,44,1,Terra Firme,intermediaria,
4,5,100,245,310,-5,24.2,1,Terra Firme,intermediaria,
1,4,153,195,320,-5,31,1,Baixio,co-dominante,suprimida por cípo
4,6,119,295,325,-5,39.1,1,Baixio,co-dominante,
4,4,83,195,337,-5,16,0,Transição,suprimida,
4,7,142,345,355,-5,24.4,1,Baixio,intermediaria,30% luz
1,4,148,195,360,-5,21.4,0,Baixio,suprimida,
4,8,153,395,360,-5,42,1,Baixio,co-dominante,suprimida por cípos
1,3,360,145,363,-5,14.8,0,Transição,intermediaria,
4,8,151,395,370,-5,10.9,0,Baixio,suprimida,10% luz
2,6,153,295,370,-5,18.4,0,Terra Firme,dominante,
1,5,227,245,380,-5,15,0,Baixio,intermediaria,
4,7,146,345,380,-5,68.5,1,Baixio,co-dominante,formigas sauvas na árvore
2,5,270,245,385,-5,17.3,0,Terra Firme,co-dominante,
1,2,388,95,385,-5,42.3,1,Baixio,co-dominante,suprimida por cípo
3,5,218,245,388,-5,29,1,Baixio,co-dominante,
3,7,308,345,398,-5,19,1,Terra Firme,co-dominante,
3,5,273,246,15,-4,19.2,0,Baixio,co-dominante,
3,3,145,146,78,-4,32,1,Baixio,co-dominante,
3,3,136,146,84,-4,15.7,0,Baixio,suprimida,
3,6,290,296,90,-4,14.3,0,Baixio,suprimida,quebrou galhou/já produziu muito
2,4,110,196,120,-4,24.7,1,Terra Firme,co-dominante,
3,5,249,246,172,-4,37.6,1,Transição,co-dominante,suprimida por cípo
4,2,22,96,177,-4,24,1,Terra Firme,co-dominante,
1,6,257,296,180,-4,43.3,1,Baixio,dominante,
1,1,37,46,223,-4,21.2,0,Terra Firme,intermediaria,suprimida por cípo
3,5,236,246,230,-4,31.4,1,Baixio,intermediaria,
1,8,311,396,230,-4,31.4,1,Terra Firme,co-dominante,**
1,3,128,146,230,-4,49,1,Baixio,co-dominante,cípo
4,1,7,46,248,-4,30.7,1,Terra Firme,co-dominante,
3,4,320,196,260,-4,35.1,1,Baixio,co-dominante,
4,8,165,396,264,-4,57.5,1,Transição,dominante,está produzindo muito
2,7,216,346,270,-4,20.2,0,Baixio,intermediaria,cípo
4,6,118,296,280,-4,12.3,0,Terra Firme,intermediaria,suprimida por cípos
4,7,133,346,284,-4,12.4,0,Transição,suprimida,10% luz
4,8,157,396,300,-4,11,0,Baixio,co-dominante,suprimida por cípos e taboca
4,8,155,396,310,-4,11.6,0,Baixio,suprimida,
4,5,93,246,370,-4,50.8,1,Baixio,dominante,
2,2,27,96,377,-4,26.2,0,Terra Firme,intermediaria,
3,2,89,96,400,-4,36.1,1,Terra Firme,intermediaria,
1,1,1,47,18,-3,21,0,Baixio,co-dominante,
2,5,127,247,32,-3,14.2,0,Terra Firme,intermediaria,
3,5,272,247,48,-3,27.2,1,Terra Firme,intermediaria,suprimida por cípo
2,7,203,347,50,-3,24.7,0,Terra Firme,intermediaria,
1,1,10,47,50,-3,24.8,0,Baixio,intermediaria,
"4,7,129,347,50,-3,41.8,1,Terra Firme,co-dominante,""1 árvore ao lado, quase dominante"""
3,1,16,47,70,-3,27,1,Baixio,co-dominante,
2,3,58,147,90,-3,19.7,0,Terra Firme,suprimida,cípo
3,3,124,147,120,-3,12.6,0,Baixio,suprimida,
3,4,401,197,120,-3,23.2,1,Baixio,co-dominante,
1,3,116,147,135,-3,26.5,1,Baixio,co-dominante,
1,3,117,147,139,-3,28.5,1,Baixio,co-dominante,
3,5,256,247,153,-3,20.4,0,Terra Firme,intermediaria,cípo
3,1,21,47,155,-3,12.8,0,Baixio,suprimida,
3,3,123,147,170,-3,23.8,1,Baixio,co-dominante,suprimida por cípo
1,7,283,347,173,-3,36,1,Baixio,intermediaria,*
3,5,246,247,185,-3,10.2,0,Baixio,suprimida,
2,5,134,247,190,-3,10.9,0,Terra Firme,intermediaria,
1,2,74,97,194,-3,36,1,Terra Firme,co-dominante,
1,6,256,297,200,-3,44,1,Baixio,co-dominante,
4,8,172,397,200,-3,48,1,Terra Firme,co-dominante,
3,4,193,197,216,-3,11.8,0,Baixio,co-dominante,
1,7,381,347,235,-3,19.5,0,Baixio,co-dominante,
3,3,105,147,255,-3,15.8,0,Baixio,suprimida,
3,3,104,147,260,-3,27.4,1,Baixio,suprimida,
4,5,105,247,270,-3,13.1,0,Terra Firme,intermediaria,
1,6,255,297,270,-3,35,1,Baixio,suprimida,
3,8,373,397,298,-3,31.7,1,Terra Firme,co-dominante,suprimida por cípo
3,2,78,97,314,-3,13.1,0,Baixio,intermediaria,ilha
3,1,39,47,320,-3,30.5,1,Baixio,co-dominante,suprimida por cípo
4,5,95,247,355,-3,12.8,0,Baixio,intermediaria,
3,4,396,197,360,-3,11.9,0,Baixio,suprimida,
4,1,14,47,362,-3,13.2,0,Terra Firme,intermediaria,
4,5,94,247,380,-3,25.8,1,Baixio,co-dominante,
1,5,229,247,390,-3,30,1,Baixio,co-dominante,
2,5,123,248,4,-2,18.5,0,Terra Firme,co-dominante,cípo
1,4,172,198,5,-2,32,1,Baixio,co-dominante,
2,6,197,298,6,-2,11.6,0,Terra Firme,intermediaria,fora da parcela?
1,2,86,98,30,-2,12,0,Baixio,intermediaria,
4,2,20,98,30,-2,35.9,1,Terra Firme,intermediaria,
1,4,184,198,50,-2,32.5,1,Baixio,co-dominante,suprimida por cípo
1,1,11,48,55,-2,19.8,0,Baixio,intermediaria,
1,1,12,48,58,-2,20.5,0,Baixio,intermediaria,
3,4,170,198,75,-2,38.5,1,Baixio,co-dominante,suprimida por cípo
2,3,63,148,104,-2,21.7,1,Terra Firme,intermediaria,
1,2,393,98,105,-2,25.5,1,Terra Firme,co-dominante,suprimida por cípo
2,4,111,198,105,-2,30.9,1,Terra Firme,co-dominante,
"1,2,115,98,135,-2,55,0,Baixio,co-dominante,""cípo, morrendo"""
3,2,67,98,154,-2,10.5,0,Terra Firme,suprimida,
3,4,183,198,167,-2,15.7,0,Baixio,intermediaria,
3,3,122,148,175,-2,22.1,1,Baixio,co-dominante,
1,2,73,98,194,-2,13.2,0,Terra Firme,suprimida,
3,7,333,348,194,-2,14,0,Transição,suprimida,
1,7,284,348,195,-2,23.2,1,Baixio,intermediaria,*
1,4,413,198,195,-2,35.3,1,Baixio,co-dominante,suprimida por cípo
4,2,25,98,230,-2,14.3,0,Terra Firme,suprimida,
3,8,366,398,241,-2,25,0,Transição,co-dominante,suprimida por cípo
4,5,189,248,262,-2,12.4,0,Terra Firme,co-dominante,
4,7,135,348,290,-2,18.2,0,Baixio,intermediaria,20% luz
2,7,219,348,297,-2,20.2,0,Baixio,co-dominante,cípo
1,5,216,248,318,-2,41,1,Baixio,co-dominante,
1,4,152,198,326,-2,42.3,1,Baixio,co-dominante,suprimida por cípo
3,4,210,198,345,-2,32,1,Baixio,intermediaria,
1,8,339,398,349,-2,18.3,0,Baixio,intermediaria,** clareira
2,7,225,348,364,-2,16,0,Baixio,intermediaria,
1,3,420,148,370,-2,14.2,0,Terra Firme,intermediaria,suprimida por cípo
1,4,149,198,370,-2,20,0,Transição,intermediaria,suprimida por cípo
4,3,50,148,370,-2,31.6,1,Terra Firme,co-dominante,suprimida por cípos
3,1,44,48,378,-2,16.3,0,Terra Firme,suprimida,
2,7,266,348,380,-2,13.2,0,Baixio,dominante,
4,6,126,298,380,-2,13.8,0,Baixio,co-dominante,
4,3,49,148,398,-2,26.7,1,Terra Firme,co-dominante,suprimida por cípos
1,3,90,149,3,-1,17,0,Baixio,intermediaria,
2,5,125,249,19,-1,30.8,1,Terra Firme,co-dominante,
2,1,3,49,29,-1,28,1,Terra Firme,intermediaria,
1,3,98,149,30,-1,12,0,Baixio,suprimida,
2,1,4,49,49,-1,49,1,Terra Firme,co-dominante,
1,2,85,99,50,-1,29,1,Baixio,co-dominante,
2,6,183,299,87,-1,31,1,Terra Firme,co-dominante,suprimida por cípos
1,5,201,249,105,-1,30.6,1,Baixio,co-dominante,
1,5,197,249,130,-1,14.2,0,Baixio,intermediaria,
1,3,118,149,141,-1,11.9,0,Baixio,intermediaria,
2,7,211,349,168,-1,15,0,Terra Firme,suprimida,cípo
4,6,187,299,220,-1,12,0,Terra Firme,intermediaria,
1,3,130,149,240,-1,24,1,Baixio,co-dominante,
1,2,69,99,242,-1,28,1,Terra Firme,co-dominante,suprimida por cípo
1,7,290,349,260,-1,25.2,1,Baixio,co-dominante,*
3,1,33,49,260,-1,33.4,1,Baixio,co-dominante,quase dominante
4,6,117,299,277,-1,76,1,Baixio,dominante,
3,7,316,349,284,-1,15.9,0,Terra Firme,suprimida,cípo
2,6,164,299,298,-1,27.3,1,Terra Firme,co-dominante,
1,7,380,349,307,-1,20.4,0,Baixio,co-dominante,suprimida por cípo
2,1,19,49,323,-1,23.1,0,Terra Firme,intermediaria,
2,2,33,99,335,-1,12.2,0,Terra Firme,suprimida,
1,6,379,299,355,-1,17,0,Baixio,intermediaria,quebrada e rebrotando
3,5,410,249,390,-1,12.5,0,Baixio,co-dominante,rebrotando
1,5,228,249,395,-1,18,1,Baixio,intermediaria,
1,3,91,150,15,0,22,1,Baixio,co-dominante,
3,7,345,350,29,0,11.9,0,Terra Firme,intermediaria,
2,3,261,150,48,0,17.4,0,Terra Firme,suprimida,tronco rebrotou
3,2,384,100,63,0,33.5,1,Baixio,co-dominante,
3,3,146,150,77,0,25.5,1,Baixio,co-dominante,
4,6,110,300,80,0,63.3,1,Terra Firme,dominante,
3,3,134,150,87,0,32.7,1,Baixio,co-dominante,suprimida por cípo
3,2,385,100,90,0,21.5,0,Baixio,intermediaria,
3,3,135,150,100,0,14.7,0,Baixio,suprimida,
1,5,198,250,110,0,11.1,0,Baixio,intermediaria,
3,2,60,100,136,0,18.2,0,Terra Firme,co-dominante,suprimida por cípo
3,8,349,400,153,0,10,0,Terra Firme,co-dominante,
2,7,210,350,165,0,11.1,0,Terra Firme,suprimida,cípo
"3,3,112,150,194,0,32.4,1,Baixio,co-dominante,""medido em cima/cupim/doente, suprimida por cípo"""
2,8,277,400,220,0,12.5,0,Transição,intermediaria,
3,4,194,200,222,0,56.5,1,Baixio,dominante,
4,8,164,400,260,0,12.7,0,Transição,suprimida,
4,7,137,350,340,0,10.3,0,Baixio,suprimida,10% luz
1,4,151,200,340,0,23.8,0,Baixio,intermediaria,
1,6,424,300,400,0,13.3,0,Baixio,intermediaria,
